project_id,sector,agency,state,original_cost,land_acquisition_issue,forest_clearance_issue,contractor_delay,burn_rate_6m,phys_burn_rate_6m,target_cost_overrun_pct,target_time_overrun_months
103492,Roads & Highways,Unknown Agency,"Jharkhand, West Bengal",1652.4,0,0,0,51.05593262558659,6.795222645426293,-0.4091008249517727,3
103493,Roads & Highways,Unknown Agency,"Jharkhand, West Bengal",782.18,0,1,0,148.01080551952316,11.28607601669438,11.899145350585759,20
103494,Roads & Highways,Unknown Agency,"Jharkhand, West Bengal",1139.65,0,0,0,173.1684508458959,15.679346249471898,2.565698781575497,-1
103495,Roads & Highways,Unknown Agency,"Karnataka, Kerala",1981.07,1,1,0,435.90501183163906,11.171534847150973,32.11645589925256,32
103520,Roads & Highways,Unknown Agency,Uttarakhand,1659.12,0,0,0,272.7409518995414,11.151021679564757,4.371979233224257,-1
103496,Roads & Highways,Unknown Agency,"Karnataka, Maharashtra",1479.3,0,0,0,46.67018453362334,7.4661815817092645,2.514907217969446,2
103497,Roads & Highways,Unknown Agency,"Karnataka, Maharashtra",1388.7,0,0,0,214.52893819185203,10.500404800191937,0.48280255034397923,2
103498,Roads & Highways,Unknown Agency,"Karnataka, Maharashtra",1370.75,0,0,0,238.10451290760125,9.013517257463775,3.7290301104868258,-1
103499,Roads & Highways,Unknown Agency,"Karnataka, Tamil Nadu",1260.74,0,0,0,95.60871278403124,9.549184424054687,2.80706879614461,2
103500,Roads & Highways,Unknown Agency,"Karnataka, Tamil Nadu",1757.27,1,0,1,518.612623823499,11.135366490263689,50.36916589138764,22
103501,Roads & Highways,Unknown Agency,"Karnataka, Telangana",1499.73,1,0,0,321.7243746496539,11.326115264520567,28.151559727533733,25
103502,Roads & Highways,Unknown Agency,"Karnataka, Telangana",972.06,0,0,0,139.35856671447743,9.969162832235032,3.1804628051012145,2
103503,Others,Unknown Agency,"Kerala, Puducherry",1181.12,1,0,0,107.94429481806799,6.660260955695204,28.442283770079662,19
103504,Roads & Highways,Unknown Agency,"Madhya Pradesh, Maharashtra",784.35,1,0,1,21.159995742424407,7.4789985984950675,41.69468228092483,51
103505,Roads & Highways,Unknown Agency,"Madhya Pradesh, Uttar Pradesh",665.91,0,0,1,50.91086155540097,8.509641476466925,12.004699602429481,17
103506,Roads & Highways,Unknown Agency,"Madhya Pradesh, Uttar Pradesh",996.5,1,0,0,200.0154900171239,5.371531907628123,34.076278939381986,11
103507,Roads & Highways,Unknown Agency,"Maharashtra, Telangana",1082.65,0,0,0,195.0559114564378,9.766432044021386,4.752160112663373,2
103508,Roads & Highways,Unknown Agency,"Maharashtra, Telangana",1013.33,0,0,1,98.73980054092905,7.030524795044972,18.635449924158063,20
103509,Roads & Highways,Unknown Agency,"Maharashtra, Telangana",968.05,0,0,0,32.60972344888023,3.5300589622169696,0.03456674879672983,0
103510,Roads & Highways,Unknown Agency,"Tamil Nadu, Puducherry",1358.31,0,0,0,140.11834945775757,12.14970985499523,-0.6024489232870649,3
103511,Roads & Highways,Unknown Agency,"Tamil Nadu, Puducherry",1588.4,0,0,1,258.10188731566643,11.510247001539902,12.997278452342359,21
103512,Roads & Highways,Unknown Agency,"Tamil Nadu, Puducherry",2899.77,0,0,0,438.7086218579782,12.26941146254076,-0.18840650409134252,3
103513,Roads & Highways,Unknown Agency,"Rajasthan, Uttar Pradesh",159.53,0,0,0,20.428739798801296,11.25284817708502,1.7758325421371342,0
103514,Roads & Highways,Unknown Agency,Uttarakhand,796.65,0,0,0,57.45655479416871,7.703875803518457,2.802694766053217,2
103515,Roads & Highways,Unknown Agency,Uttarakhand,1471.19,1,0,0,147.80282128655446,2.484262674490184,44.33999352428888,30
103516,Roads & Highways,Unknown Agency,Uttarakhand,238.66,0,0,0,6.6676189548568345,3.8611191623258208,0.42670815584133903,-1
103517,Roads & Highways,Unknown Agency,Uttarakhand,1051.73,0,0,1,155.9958280106497,10.58242067011777,21.922087306461542,9
103518,Roads & Highways,Unknown Agency,Uttarakhand,936.12,0,0,0,135.8927347099384,10.981626273863057,3.581443340317022,1
103519,Roads & Highways,Unknown Agency,Uttarakhand,2155.95,0,0,1,394.47094520181486,12.523281596208768,34.45561843004936,17
103521,Roads & Highways,Unknown Agency,Nagaland,252.2,0,0,1,30.78352735711141,7.6147791985400115,32.94378424269172,17
103522,Roads & Highways,Unknown Agency,Nagaland,192.93,0,0,0,23.56558959672131,10.312020922942416,0.6053818442600871,1
103523,Roads & Highways,Unknown Agency,Nagaland,297.25,0,0,0,33.15273694093892,9.236380145603846,2.7527013865370407,2
103524,Roads & Highways,Unknown Agency,Nagaland,202.36,0,0,1,46.847931523805784,11.188671874149936,28.77399860004629,16
103525,Roads & Highways,Unknown Agency,Nagaland,159.85,0,0,0,5.510795467673319,5.521279155248209,-0.46414195146384296,-1
103526,Roads & Highways,Unknown Agency,Nagaland,277.44,1,0,0,40.63519917518619,12.634206695309885,42.26701211036296,35
103527,Roads & Highways,Unknown Agency,Nagaland,232.29,0,0,0,27.64889927538544,6.77975371191847,3.589617763963288,2
103528,Roads & Highways,Unknown Agency,Nagaland,330.8,0,0,1,72.29821558886388,13.88640276266294,19.457475057278728,11
103529,Roads & Highways,Unknown Agency,Nagaland,355.79,0,0,1,52.31905602190196,15.766027042501463,21.506202407242597,18
103530,Roads & Highways,Unknown Agency,Nagaland,562.98,0,0,0,105.64953819559827,11.201362466839058,2.8680348584950943,3
103531,Roads & Highways,Unknown Agency,Nagaland,819.39,0,0,0,117.3532398674771,15.159147168414613,4.582604929914885,-1
103532,Roads & Highways,Unknown Agency,Nagaland,430.24,0,0,0,25.292070280065275,10.270629496362481,4.593471509439384,3
103533,Roads & Highways,Unknown Agency,Nagaland,497.18,1,0,0,67.36942430809813,10.65282040534337,32.264858931898466,19
103534,Others,Unknown Agency,Nagaland,442.54,1,1,1,1.45738133351977,0.696039761193099,51.13858366669144,60
103535,Roads & Highways,Unknown Agency,Nagaland,177.77,0,0,0,19.58999718462789,12.668378696858206,-1.8690039475889346,0
103536,Roads & Highways,Unknown Agency,Nagaland,258.52,0,0,0,47.202599338546435,17.45405777991885,3.853968124999273,1
103537,Roads & Highways,Unknown Agency,Nagaland,161.73,0,0,0,21.244068547418408,14.029359349268013,1.2153939522780122,2
103538,Roads & Highways,Unknown Agency,Nagaland,215.79,0,0,0,21.214361964876588,8.606059709496392,3.659704673397724,0
103539,Roads & Highways,Unknown Agency,Nagaland,323.98,0,0,0,20.81159538154907,8.133114798511102,0.6628401265733572,0
103540,Others,Unknown Agency,Odisha,199.5,0,0,0,35.29852966252365,9.890917326264912,0.9611616335641524,0
103541,Roads & Highways,Unknown Agency,Odisha,636.1,0,0,0,64.69840639777277,15.001598179202013,2.9706443944555714,-1
103542,Roads & Highways,Unknown Agency,Odisha,168.95,0,1,0,24.807839514163504,16.059516652254864,19.193863658307095,19
103543,Roads & Highways,Unknown Agency,Odisha,238.78,0,0,0,24.56996199115676,13.431914807611193,0.10168495969713298,2
103544,Roads & Highways,Unknown Agency,Odisha,324.09,0,1,0,35.01754352562803,8.393339288575808,5.712303273738717,14
103545,Roads & Highways,Unknown Agency,Odisha,511.54,0,0,0,71.86907423316825,11.114936886733545,0.5775428127772666,2
103546,Roads & Highways,Unknown Agency,Odisha,499.79,0,0,1,43.66046024664752,11.583360193845621,23.307451336616236,9
103547,Roads & Highways,Unknown Agency,Odisha,587.1,1,1,1,134.00540408196886,6.4983786247019335,57.711964913100616,67
103548,Roads & Highways,Unknown Agency,Odisha,155.97,0,0,1,38.93150205801915,12.095000927729146,29.961411745342545,21
103549,Roads & Highways,Unknown Agency,Odisha,300.33,0,0,1,66.29428456920198,12.128918593486546,25.969031291715314,12
103550,Roads & Highways,Unknown Agency,Odisha,157.49,0,0,0,26.469920429516854,10.147162332837592,0.7173599060196834,3
103551,Roads & Highways,Unknown Agency,Odisha,196.94,0,1,0,44.94213550638844,10.343056464564548,11.466464382234456,24
103552,Water Resources,Unknown Agency,Odisha,154.49,0,0,1,21.193705338569615,6.579805781200708,22.355152385874646,14
103553,Roads & Highways,Unknown Agency,Odisha,186.52,0,0,0,21.503680578311567,10.747639177781902,4.5600315438005055,2
103554,Roads & Highways,Unknown Agency,Odisha,172.66,0,0,0,5.884282415655633,5.406002830236929,-0.5940893940823024,0
103555,Roads & Highways,Unknown Agency,Odisha,172.09,0,0,0,22.005380661663555,10.443675187437528,1.506637224160837,1
103556,Roads & Highways,Unknown Agency,Odisha,844.67,0,0,0,77.1679226795527,5.36657882964694,-0.40651385469432055,1
103557,Roads & Highways,Unknown Agency,Odisha,374.17,1,0,0,56.33049405227871,12.879988446988982,38.18686139012573,19
103558,Roads & Highways,Unknown Agency,Odisha,320.64,0,0,0,29.619240913434965,7.383282710815948,-0.9103768546895974,0
103559,Roads & Highways,Unknown Agency,Odisha,263.32,0,1,1,49.17852651748758,7.968978270610883,45.22312412566778,31
103560,Roads & Highways,Unknown Agency,Odisha,1539.75,0,0,0,328.5686836244074,13.389191929066584,1.0063456993489877,0
103561,Roads & Highways,Unknown Agency,Odisha,1265.59,0,0,0,222.40502438188264,10.756303533159745,0.408582441335108,2
103562,Roads & Highways,Unknown Agency,Odisha,1492.74,0,0,0,160.21612796066347,9.050876768442592,-1.2312411176506575,0
103563,Roads & Highways,Unknown Agency,Odisha,150.86,0,0,1,7.259401745954271,4.6026615948092084,27.082082908143295,19
103564,Roads & Highways,Unknown Agency,Odisha,973.12,1,0,0,240.96059210542887,13.923199859585367,26.04057941864374,15
103565,Roads & Highways,Unknown Agency,Odisha,183.03,0,1,1,43.887125351057506,15.633193585589996,31.670788880350628,32
103566,Roads & Highways,Unknown Agency,Odisha,861.84,0,0,1,134.4986693957252,17.327192852675196,21.968347186439516,18
103567,Roads & Highways,Unknown Agency,Odisha,920.47,0,0,0,162.26707252391336,10.469829115845176,3.7737094628912375,3
103568,Roads & Highways,Unknown Agency,Odisha,929.91,0,0,0,102.76651855264697,14.249114940553522,0.8775433865701014,1
103569,Roads & Highways,Unknown Agency,Odisha,153.61,0,0,0,17.777698786729587,8.36999833834346,4.287646369661307,1
103570,Roads & Highways,Unknown Agency,Odisha,609.63,0,0,1,37.74517928983439,7.0013878650925605,13.514989655232354,19
103571,Roads & Highways,Unknown Agency,Odisha,639.3,1,1,0,128.02113271109891,16.15895199353294,36.01440511177892,40
103572,Roads & Highways,Unknown Agency,Odisha,1101.76,0,0,0,80.23672686179975,11.612171790153013,1.0654018239133927,0
103573,Roads & Highways,Unknown Agency,Odisha,2510.04,0,0,0,318.72112299108085,10.420608206288932,3.6483723523648592,2
103574,Roads & Highways,Unknown Agency,Odisha,999.32,1,0,0,208.33709503488433,7.5844420306278515,32.02390967912933,19
103575,Roads & Highways,Unknown Agency,Odisha,795.18,0,1,0,129.6910707147171,16.238963768164346,6.955039329307568,20
103576,Roads & Highways,Unknown Agency,Odisha,789.0,0,1,1,123.3869673754939,13.810323789773193,29.449833021493717,23
103577,Roads & Highways,Unknown Agency,Odisha,882.45,0,0,0,187.9744054324317,13.563540814676209,4.957047681505588,2
103578,Roads & Highways,Unknown Agency,Odisha,791.17,0,0,1,68.50130490474726,13.778752916615069,24.978112737888615,10
103579,Roads & Highways,Unknown Agency,Odisha,991.41,1,1,0,60.38040304664388,6.1969521023065575,52.37544883149778,52
103580,Roads & Highways,Unknown Agency,Punjab,546.67,0,0,1,63.91928015939601,7.0180020353115555,19.08086644230528,14
103581,Roads & Highways,Unknown Agency,Punjab,152.58,1,0,0,4.397914868321607,4.193953396630867,38.637967539207025,36
103582,Roads & Highways,Unknown Agency,Punjab,263.19,0,0,0,47.40451435766238,12.656470278435421,2.900775910724618,-1
103583,Roads & Highways,Unknown Agency,Punjab,1759.82,1,0,0,156.06935445036538,8.617539879412476,20.236352102301343,36
103584,Roads & Highways,Unknown Agency,Punjab,1895.74,1,0,1,239.85420155609506,4.718024601631219,66.4740389998009,41
103585,Roads & Highways,Unknown Agency,Punjab,1851.47,1,0,0,349.24674211999104,10.358966848315461,41.10610683699756,14
103586,Roads & Highways,Unknown Agency,Punjab,2177.54,0,0,0,341.2153869808037,15.44243736231165,3.9482277134482846,-1
103609,Roads & Highways,Unknown Agency,Punjab,1368.91,0,0,0,82.64065827463173,11.805473817906659,4.31051535321472,1
103587,Roads & Highways,Unknown Agency,Punjab,2175.35,0,0,1,302.2821453090927,10.49365068007885,17.290737553435168,14
103588,Roads & Highways,Unknown Agency,Punjab,1734.18,1,0,0,219.40838805088578,9.233601329820601,45.91472843069068,15
103589,Roads & Highways,Unknown Agency,Punjab,2165.23,1,0,0,416.4208388031392,6.504729844357454,27.453939420117585,19
103590,Roads & Highways,Unknown Agency,Punjab,666.81,0,0,1,45.07425874997306,8.5256468333628,17.39378191633398,11
103591,Roads & Highways,Unknown Agency,Punjab,1754.84,1,0,0,346.5766650614604,9.614152740589253,37.061325319777666,27
103592,Roads & Highways,Unknown Agency,Punjab,789.26,0,0,1,190.0332233108366,9.754625092892802,10.544067461768083,8
103593,Roads & Highways,Unknown Agency,Punjab,1229.38,0,0,1,213.4255029592527,12.254116693787296,24.33354365174009,19
103594,Roads & Highways,Unknown Agency,Punjab,2029.17,0,0,1,202.85550723455623,7.180548754737181,19.263078954835663,16
103595,Roads & Highways,Unknown Agency,Punjab,906.51,0,0,0,14.142805357524821,5.475517327147443,4.987086956967877,3
103596,Roads & Highways,Unknown Agency,Punjab,1032.59,0,1,0,94.02231716435506,10.757647202460731,9.755801519499544,15
103597,Roads & Highways,Unknown Agency,Punjab,1237.65,1,0,1,148.5591522979607,6.90851949470736,52.42226813489408,30
103598,Roads & Highways,Unknown Agency,Punjab,1501.02,0,0,0,158.26009847958574,11.528831719936122,-1.6997180778454322,3
103599,Roads & Highways,Unknown Agency,Punjab,1196.38,0,1,0,163.18507897020842,12.761179673621822,13.573693970130734,21
103600,Roads & Highways,Unknown Agency,Punjab,1409.88,0,0,0,287.12524530782673,10.91866405444702,3.050462126562288,1
103601,Roads & Highways,Unknown Agency,Punjab,524.88,0,1,1,8.448333802302756,4.441800555057119,45.936135633140175,42
103602,Roads & Highways,Unknown Agency,Punjab,1474.77,0,0,0,123.66488103888196,12.69082062731168,2.2765585423372965,0
103603,Roads & Highways,Unknown Agency,Punjab,809.51,0,0,0,81.41558599537962,15.568561597972852,3.395534663903022,2
103604,Roads & Highways,Unknown Agency,Punjab,1003.38,0,0,0,203.4482514665902,14.777019266699739,0.9611559633951896,-1
103605,Roads & Highways,Unknown Agency,Punjab,857.91,0,0,0,68.84267382253779,9.79401116093726,-0.7035478230095169,-1
103606,Roads & Highways,Unknown Agency,Punjab,1801.37,0,0,1,201.56991075209362,5.741655794477964,16.699002486854415,10
103607,Roads & Highways,Unknown Agency,Punjab,1555.13,0,0,1,299.2729244263446,13.227603807516175,17.636869975310088,19
103608,Roads & Highways,Unknown Agency,Punjab,1641.75,1,1,0,294.07066543917244,10.689086014966687,45.99144129289553,24
103610,Roads & Highways,Unknown Agency,Rajasthan,379.23,0,0,1,75.74760896950019,13.552047851189066,22.14384274444093,13
103611,Roads & Highways,Unknown Agency,Rajasthan,186.29,0,1,1,45.323453967856366,14.482631700293943,36.78366293087475,33
103612,Roads & Highways,Unknown Agency,Rajasthan,150.11,0,0,0,21.849208733758708,10.809514467320074,0.07671772849894909,1
103613,Roads & Highways,Unknown Agency,Rajasthan,194.88,0,0,0,11.869762051114122,10.02171437300477,4.782464831849107,3
103614,Roads & Highways,Unknown Agency,Rajasthan,411.44,0,0,0,50.416591590474866,13.6935662050115,1.9512400864939412,1
103615,Roads & Highways,Unknown Agency,Rajasthan,334.64,1,0,1,43.660828620801226,13.834063296168473,58.84194976078699,32
103616,Roads & Highways,Unknown Agency,Rajasthan,606.61,0,0,1,68.14061955401937,8.989331526319324,29.07342628718339,12
103617,Roads & Highways,Unknown Agency,Rajasthan,838.43,1,0,0,198.44607960629298,16.98772044910981,41.35757234139472,13
103618,Roads & Highways,Unknown Agency,Rajasthan,154.89,0,0,0,4.608011815373857,9.66975346163494,-0.7076215627324709,3
103619,Roads & Highways,Unknown Agency,Rajasthan,174.34,0,0,0,7.046386473334138,7.398892415549653,-0.9833077222492772,-1
103620,Roads & Highways,Unknown Agency,Rajasthan,317.74,1,0,0,58.03276481212609,11.302358427226025,22.366158619860315,36
103621,Roads & Highways,Unknown Agency,Rajasthan,278.1,0,0,0,43.5384286598144,10.834633458965559,-1.410134575899404,0
103622,Roads & Highways,Unknown Agency,Rajasthan,1119.35,0,1,0,100.02595350736829,10.968132533193298,7.946074755819534,10
103623,Roads & Highways,Unknown Agency,Rajasthan,1272.97,1,0,0,175.54007358230598,10.510031150663046,22.52351315797663,21
103624,Roads & Highways,Unknown Agency,Rajasthan,1854.68,0,0,0,369.53277866769895,10.82994904218981,0.141188854033222,2
103625,Roads & Highways,Unknown Agency,Rajasthan,520.63,0,0,0,114.44380444874704,11.853720015702741,3.849775872366709,0
103626,Roads & Highways,Unknown Agency,Rajasthan,846.59,0,0,0,150.35088217013094,6.926783929688609,1.163157446453269,1
103627,Roads & Highways,Unknown Agency,Rajasthan,662.08,0,0,0,108.89677318927613,13.946952158946026,4.1197844960155185,0
103628,Roads & Highways,Unknown Agency,Rajasthan,2010.2,1,0,0,390.8578177362599,15.90171330249359,28.698039808721077,31
103629,Roads & Highways,Unknown Agency,Rajasthan,1764.86,0,0,1,314.57055859556556,12.287305073638336,20.978107356967683,11
103630,Roads & Highways,Unknown Agency,Rajasthan,828.58,0,0,1,46.992316776555754,10.277915239513447,20.541188607020878,16
103631,Roads & Highways,Unknown Agency,Rajasthan,1237.71,0,1,0,103.39325973261782,16.84902549123933,8.793140413177213,18
103632,Roads & Highways,Unknown Agency,Rajasthan,736.75,0,0,0,46.85328608467614,7.251095914953012,1.7979920513391665,2
103633,Roads & Highways,Unknown Agency,Rajasthan,353.3,1,0,0,55.319095447983955,14.127475088526019,38.17285309965154,21
103634,Roads & Highways,Unknown Agency,Rajasthan,1636.15,0,0,0,115.21773193115746,8.143415038101736,-0.9340411836319826,2
103635,Roads & Highways,Unknown Agency,Rajasthan,170.49,0,0,1,15.68265914469725,4.958264703897038,25.227362691108556,17
103636,Roads & Highways,Unknown Agency,Sikkim,385.15,0,0,0,41.69599530028819,8.547469815749263,4.522012429040589,2
103637,Roads & Highways,Unknown Agency,Sikkim,264.84,1,1,1,17.123213842152587,3.0298163770372772,55.27005915312634,46
103638,Roads & Highways,Unknown Agency,Sikkim,264.84,0,1,0,34.123671208013576,14.325662940468291,17.720047955291303,15
103639,Roads & Highways,Unknown Agency,Sikkim,493.42,0,1,0,67.69059846790242,11.893081890513955,15.298779377401834,22
103640,Roads & Highways,Unknown Agency,Sikkim,410.6,1,1,0,39.95709610958437,7.381178046315945,50.42884329708179,40
103641,Roads & Highways,Unknown Agency,Sikkim,816.79,0,0,1,77.5326826946202,8.284624138330615,19.490558203052114,14
103642,Roads & Highways,Unknown Agency,Sikkim,230.45,0,0,0,42.661628537963864,13.964725643732045,2.5468495528544564,3
103643,Roads & Highways,Unknown Agency,Sikkim,292.8,0,0,0,41.60181827067048,7.180555264134009,-1.4150949407903026,1
103644,Roads & Highways,Unknown Agency,Tamil Nadu,238.97,0,0,0,5.632856274454042,6.796102666952592,1.7561594940457135,0
103645,Roads & Highways,Unknown Agency,Tamil Nadu,1106.65,0,0,0,178.17119774638672,14.028524158700513,-1.654887593557881,0
103646,Roads & Highways,Unknown Agency,Tamil Nadu,1525.1,0,0,0,105.92092649526376,16.58111881550318,0.26227893940068014,2
103647,Roads & Highways,Unknown Agency,Tamil Nadu,162.55,0,0,1,20.349398097681103,10.734093665220783,12.818323451259587,12
103648,Roads & Highways,Unknown Agency,Tamil Nadu,3605.73,0,0,0,571.3821993595341,15.097092475442825,0.41612658961106463,2
103649,Roads & Highways,Unknown Agency,Tamil Nadu,766.51,0,1,0,65.46513263431257,9.49384164351548,15.395363342941252,8
103650,Roads & Highways,Unknown Agency,Tamil Nadu,411.16,0,0,1,57.08531532773469,12.342126152195725,26.012516727730915,11
103651,Roads & Highways,Unknown Agency,Tamil Nadu,904.99,1,1,0,172.77149667928353,2.0860311158919282,51.44969993803826,42
103652,Roads & Highways,Unknown Agency,Tamil Nadu,579.0,1,0,0,127.90665405297415,10.702973066203842,34.502868167472805,36
103653,Others,Unknown Agency,Tamil Nadu,900.05,0,1,1,82.25286789603513,13.274644494681539,24.674896763530015,28
103654,Roads & Highways,Unknown Agency,Tamil Nadu,1564.23,0,0,0,93.80967798536244,5.735144182179084,0.48016519320986895,0
103655,Roads & Highways,Unknown Agency,Tamil Nadu,1359.81,0,1,0,325.4256970805711,16.855974028718265,18.251609401491816,15
103656,Roads & Highways,Unknown Agency,Tamil Nadu,876.88,0,0,0,117.82385663633067,10.211230186818874,-1.7289743823548882,-1
103657,Roads & Highways,Unknown Agency,Tamil Nadu,1076.97,1,0,0,124.01056032206063,7.795728817052872,34.015145602887664,23
103658,Roads & Highways,Unknown Agency,Tamil Nadu,1317.6,0,0,1,261.67118948557913,15.982708149990085,29.41150812071406,20
103659,Roads & Highways,Unknown Agency,Tamil Nadu,1103.86,0,0,0,127.90202206159296,10.68038746803401,0.8769606939848495,2
103660,Others,Unknown Agency,Tamil Nadu,449.85,0,0,1,58.1811667672126,11.81618010930077,21.16712387948028,17
103661,Roads & Highways,Unknown Agency,Tamil Nadu,1616.97,0,1,0,218.04854685813328,6.379099126271932,13.036151716362872,25
103662,Roads & Highways,Unknown Agency,Tamil Nadu,1388.59,0,0,1,369.9011308608508,11.184157973532372,28.308067017293837,16
103663,Roads & Highways,Unknown Agency,Tamil Nadu,2565.63,0,0,0,147.45799797666996,5.342867480503472,0.8683748992798832,0
103664,Roads & Highways,Unknown Agency,Tamil Nadu,1003.11,0,0,1,119.92394120681024,7.341089875616802,22.446623218948233,18
103665,Roads & Highways,Unknown Agency,Tamil Nadu,1772.13,0,0,0,162.62794014925544,10.304247187093544,-0.8153000431699127,2
103666,Others,Unknown Agency,Tamil Nadu,1319.42,0,0,0,162.03863277011305,7.679943904934561,2.47064566944659,-1
103667,Roads & Highways,Unknown Agency,Tamil Nadu,2356.19,1,0,0,265.6452366753049,6.299651227565848,31.082810058587054,34
103668,Roads & Highways,Unknown Agency,Tamil Nadu,1163.17,0,0,0,26.920473483604155,6.534560300166831,4.12744198278577,2
103669,Roads & Highways,Unknown Agency,Tamil Nadu,1499.12,1,0,0,224.41537667018906,7.91215473383059,34.12365088535461,16
103670,Others,Unknown Agency,Tamil Nadu,861.23,0,0,1,131.65355938355842,8.129438188473854,13.866993735777402,17
103671,Roads & Highways,Unknown Agency,Tamil Nadu,1205.4,1,0,0,227.87178254448975,13.430634742919452,33.834651191077526,28
103672,Roads & Highways,Unknown Agency,Tamil Nadu,1673.17,0,0,0,78.75599849319701,9.964370478017884,1.4996234280554663,0
103673,Roads & Highways,Unknown Agency,Tamil Nadu,255.53,1,0,1,19.846758260686467,3.0746111316079023,53.696130538709745,40
103674,Roads & Highways,Unknown Agency,Tamil Nadu,461.54,0,1,0,58.990176583628,13.28058544967331,8.722126723517256,23
103675,Roads & Highways,Unknown Agency,Tamil Nadu,852.0,0,0,0,177.31062070339192,11.52056544745875,1.3871843835518276,3
103676,Roads & Highways,Unknown Agency,Tamil Nadu,1243.57,0,0,1,208.74067055191205,7.26051916379104,24.321957347367075,19
103677,Roads & Highways,Unknown Agency,Tamil Nadu,1360.54,0,1,0,205.95853416862838,5.320058852762168,9.036786376036613,13
103678,Roads & Highways,Unknown Agency,Tamil Nadu,1116.13,0,0,1,193.07188128354687,9.971644139896853,28.06160186293065,11
103679,Others,Unknown Agency,Tamil Nadu,837.61,1,0,1,212.87991535188553,9.384913675520206,67.02843608729204,32
103680,Roads & Highways,Unknown Agency,Tamil Nadu,1299.36,1,0,0,108.4209425350221,4.20248929078385,42.97349759606901,21
103681,Roads & Highways,Unknown Agency,Tamil Nadu,1376.1,0,1,1,239.4290220270596,9.091540041788164,37.176427265551595,17
103682,Roads & Highways,Unknown Agency,Tamil Nadu,467.99,0,0,1,69.83496227676932,11.665563190741636,21.499662574666637,22
103683,Roads & Highways,Unknown Agency,Telangana,283.15,0,0,1,41.170787805223924,7.415274672265621,21.088167507008208,18
103684,Roads & Highways,Unknown Agency,Telangana,253.99,0,0,1,39.57729900197765,12.349183539339656,23.23229845010925,17
103685,Roads & Highways,Unknown Agency,Telangana,1297.75,0,1,0,247.58847824688735,9.188879623351674,9.49424117163586,15
103686,Roads & Highways,Unknown Agency,Telangana,545.11,0,0,0,49.60342006317683,15.63565822107114,4.258862473031468,3
103687,Roads & Highways,Unknown Agency,Telangana,626.76,0,0,0,75.92724152523766,9.414670137682009,0.6211471152554444,2
103688,Roads & Highways,Unknown Agency,Telangana,359.0,1,0,0,40.44692086454086,12.619217003086987,32.00054275734045,23
103689,Roads & Highways,Unknown Agency,Telangana,230.03,1,0,0,51.89511949291931,11.23645810434197,35.85177787502126,21
103690,Others,Unknown Agency,Telangana,317.19,1,1,0,56.93195627131685,8.876195677640794,51.30815076866284,51
103691,Roads & Highways,Unknown Agency,Telangana,322.81,1,0,0,61.823699388765306,8.034568606652037,20.71559273578421,16
103692,Roads & Highways,Unknown Agency,Telangana,220.28,0,0,0,13.424760286235397,10.371023452437441,1.9788250481982588,3
103693,Others,Unknown Agency,Telangana,294.13,0,0,0,31.24342519557696,12.37494052920356,4.887305310056775,-1
103694,Roads & Highways,Unknown Agency,Telangana,300.0,0,0,0,29.603112591863663,9.22060799715063,-0.6591537349517931,0
103695,Roads & Highways,Unknown Agency,Telangana,298.0,0,0,0,34.10284735332738,12.550594668058672,4.9692729543112035,-1
103696,Roads & Highways,Unknown Agency,Telangana,216.53,0,0,0,22.54067390243722,11.376639739157206,-1.226463342005224,-1
103697,Roads & Highways,Unknown Agency,Telangana,192.67,0,1,1,13.946993874172794,3.2343441618982594,21.30271322507268,29
103698,Roads & Highways,Unknown Agency,Telangana,605.08,0,0,0,72.21628005144254,7.581006392814743,1.7886249165911896,3
103699,Roads & Highways,Unknown Agency,Telangana,512.98,0,0,0,55.16503364422721,15.29767700700117,1.1806240759852598,0
103700,Roads & Highways,Unknown Agency,Telangana,886.69,0,0,0,115.89405350345504,14.304793815977554,3.0287859551480434,0
103745,Roads & Highways,Unknown Agency,Uttar Pradesh,185.09,0,0,0,19.08684392522764,10.160455789054126,-0.6089988134404702,2
103701,Roads & Highways,Unknown Agency,Telangana,631.49,0,0,0,89.31040654477255,9.795337259614282,-0.299124800991716,0
103702,Others,Unknown Agency,Telangana,703.68,0,1,0,99.26929665800549,11.451412764978372,16.60304207860523,13
103703,Others,Unknown Agency,Telangana,490.92,0,0,1,37.359076350001146,4.857556061166459,19.561682989980344,18
103704,Roads & Highways,Unknown Agency,Telangana,206.13,0,0,0,30.581521194027275,10.48073511387744,3.2614896367315227,2
103705,Roads & Highways,Unknown Agency,Telangana,445.76,0,0,0,35.24082109368118,12.386101038164227,4.568332600694071,1
103706,Roads & Highways,Unknown Agency,Telangana,423.48,1,0,0,64.25681563838384,14.322513078840188,17.363727978559456,35
103707,Roads & Highways,Unknown Agency,Telangana,244.54,1,0,0,37.03250413075703,6.4953525298821635,23.84163712330425,23
103708,Roads & Highways,Unknown Agency,Telangana,197.0,0,0,0,10.861803574904997,15.087213751077478,3.813967141994352,0
103709,Others,Unknown Agency,Telangana,499.88,0,0,0,63.03395804176506,11.4077166687849,1.22758321306467,-1
103710,Roads & Highways,Unknown Agency,Telangana,399.01,0,0,0,43.66740167588479,13.85754685370324,4.99917984815425,-1
103711,Roads & Highways,Unknown Agency,Telangana,549.28,0,0,1,66.1512231252618,9.90708813752282,30.656939973918973,8
